ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE02IJ01035,AZAD,nan,Azad Engineering,Electrical Equipment,Heavy Electrical Equipment
INE062D01024,ALICON,nan,Alicon Cast.,Auto Components,Auto Components & Equipments
INE274Y01021,AJAXENGG,nan,Ajax Engineering,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE0LMW01024,CELLO,nan,Cello World,Consumer Durables,Houseware
INE063E01053,POCL,nan,Pondy Oxides,Diversified Metals,Diversified Metals
INE629D01020,BANSWRAS,nan,Banswara Syntex,Textiles & Apparels,Other Textile Products
INE0DUT01020,INNOVACAP,nan,Innova Captab,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0ALR01029,ATALREAL,nan,Atal Realtech,Realty,"Residential, Commercial Projects"
INE03YM01018,CHEMCON,nan,Chemcon Special.,Chemicals & Petrochemicals,Specialty Chemicals
INE806T01020,SAPPHIRE,nan,Sapphire Foods,Leisure Services,Restaurants
INE999A01023,KSB,nan,KSB,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE155A01022,TMPV,nan,Tata Motors PVeh,Automobiles,Passenger Cars & Utility Vehicles
INE02WG01024,WEL,nan,Wonder Electric.,Consumer Durables,Household Appliances
INE480M01011,THOMASCOTT,nan,Thomas Scott,Textiles & Apparels,Garments & Apparels
INE127B01011,HITECHGEAR,nan,The Hi-Tech Gear,Auto Components,Auto Components & Equipments
INE758C01029,AHLUCONT,nan,Ahluwalia Contr.,Construction,Civil Construction
INE562B01019,RAJSREESUG,nan,Rajshree Sugars,Agricultural Food & other Products,Sugar
INE348B01021,CENTURYPLY,nan,Century Plyboard,Consumer Durables,Plywood Boards/ Laminates
INE485A01015,CENTENKA,nan,Century Enka,Textiles & Apparels,Other Textile Products
INE726L01027,DELPHIFX,nan,Delphi World,Finance,Other Financial Services
INE742F01042,ADANIPORTS,nan,Adani Ports,Transport Infrastructure,Port & Port services
INE343G01021,BHARTIHEXA,nan,Bharti Hexacom,Telecom - Services,Telecom - Cellular & Fixed line services
INE02PY01013,BOROLTD,nan,Borosil,Consumer Durables,Houseware
INE462A01022,BAYERCROP,nan,Bayer Crop Sci.,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE894V01022,BELRISE,nan,Belrise Industri,Auto Components,Auto Components & Equipments
INE344T01014,BELLACASA,nan,Bella Casa Fashi,Textiles & Apparels,Garments & Apparels
INE442P01014,SUYOG,nan,Suyog Telematics,Telecom - Services,Telecom - Infrastructure
INE121J01017,INDUSTOWER,nan,Indus Towers,Telecom - Services,Telecom - Infrastructure
INE883F01010,AADHARHFC,nan,Aadhar Hsg. Fin.,Finance,Housing Finance Company
INE775A01035,MOTHERSON,nan,Samvardh. Mothe.,Auto Components,Auto Components & Equipments
INE895W01019,PANACHE,nan,Panache Digilife,IT - Services,IT Enabled Services
INE018401013,SUVIDHAA,nan,Suvidhaa Info.,Financial Technology (Fintech),Financial Technology (Fintech)
INE184O01015,DIFFNKG,nan,Diffusion Eng,Industrial Products,Other Industrial Products
INE962C01035,EASTSILK,nan,ESI,Textiles & Apparels,Other Textile Products
INE043W01024,VIJAYA,nan,Vijaya Diagnost.,Healthcare Services,Healthcare Service Provider
INE393P01035,DIAMONDYD,nan,Prataap Snacks,Food Products,Packaged Foods
INE070A01015,SHREECEM,nan,Shree Cement,Cement & Cement Products,Cement & Cement Products
INE0VOV01021,DEVX,nan,Dev Accele.,Commercial Services & Supplies,Diversified Commercial Services
INE0I3401014,DBOL,nan,Dhampur Bio,Agricultural Food & other Products,Sugar
INE872J01023,DEVYANI,nan,Devyani Intl.,Leisure Services,Restaurants
INE295F01017,BUTTERFLY,nan,Butterfly Gan Ap,Consumer Durables,Household Appliances
INE455K01017,POLYCAB,nan,Polycab India,Industrial Products,Cables - Electricals
INE429I01024,CCCL,nan,C C C L,Realty,"Residential, Commercial Projects"
INE136B01020,CYIENT,nan,Cyient,IT - Services,IT Enabled Services
INE01EG01016,RITCO,nan,Ritco Logistics,Transport Services,Logistics Solution Provider
INE0CG601016,MAXIND,nan,Max India Ltd,Finance,Holding Company
INE885A01032,ARE&M,nan,Amara Raja Ener.,Auto Components,Auto Components & Equipments
INE193E01025,BAJAJELEC,nan,Bajaj Electrical,Consumer Durables,Household Appliances
INE347G01014,PETRONET,nan,Petronet LNG,Gas,LPG/CNG/PNG/LNG Supplier
INE839M01018,SCHNEIDER,nan,Schneider Elect.,Electrical Equipment,Heavy Electrical Equipment
INE855R01021,RADIANTCMS,nan,Radiant Cash,Commercial Services & Supplies,Diversified Commercial Services
INE387I01016,MAGNUM,nan,Magnum Ventures,"Paper, Forest & Jute Products",Paper & Paper Products
INE648Z01023,ACCURACY,nan,Accuracy Shippi.,Transport Services,Logistics Solution Provider
INE067A01029,CGPOWER,nan,CG Power & Ind,Electrical Equipment,Heavy Electrical Equipment
INE748Z01013,SUMIT,nan,Sumit Woods,Realty,"Residential, Commercial Projects"
INE263W01010,MAHESHWARI,nan,Maheshwari Logi.,Diversified,Diversified
INE591G01025,COFORGE,nan,Coforge,IT - Software,Computers - Software & Consulting
INE034S01021,ARVSMART,nan,Arvind SmartSp.,Realty,"Residential, Commercial Projects"
INE060A01024,NAVNETEDUL,nan,Navneet Educat.,Printing & Publication,Printing & Publication
INE619B01017,NEWGEN,nan,Newgen Software,IT - Software,Computers - Software & Consulting
INE874I01013,RAMKY,nan,Ramky Infra,Construction,Civil Construction
INE080I01025,LLOYDSENT,nan,Lloyds Enterpris,Metals & Minerals Trading,Trading - Metals
INE591D01014,DIAMINESQ,nan,Diamines & Chem.,Chemicals & Petrochemicals,Specialty Chemicals
INE058B01018,ZENITHEXPO,nan,Zenith Exports,Consumer Durables,Leather And Leather Products
INE005B01027,AVANTEL,nan,Avantel,Aerospace & Defense,Aerospace & Defense
INE855F01042,ASMS,nan,Bartronics India,IT - Services,IT Enabled Services
INE278Y01022,CAMPUS,nan,Campus Activewe.,Consumer Durables,Footwear
INE281B01032,LLOYDSME,nan,Lloyds Metals,Minerals & Mining,Industrial Minerals
INE006I01046,ASTRAL,nan,Astral,Industrial Products,Plastic Products - Industrial
INE0AG901020,CEIGALL,nan,Ceigall India,Construction,Civil Construction
INE707C01018,CAPTRUST,nan,Capital Trust,Finance,Non Banking Financial Company (NBFC)
INE169A01031,COROMANDEL,nan,Coromandel Inter,Fertilizers & Agrochemicals,Fertilizers
INE152A01029,THERMAX,nan,Thermax,Electrical Equipment,Heavy Electrical Equipment
INE102I01027,ADSL,nan,Allied Digital,IT - Services,IT Enabled Services
INE073D01013,SUNDRMBRAK,nan,Sundaram Brake,Auto Components,Auto Components & Equipments
INE370D01013,MANORG,nan,Mangalam Organic,Chemicals & Petrochemicals,Commodity Chemicals
INE696K01024,PRAKASHSTL,nan,Prakash Steelage,Industrial Products,Iron & Steel Products
INE932C01012,TOKYOPLAST,nan,Tokyo Plast Intl,Consumer Durables,Plastic Products - Consumer
INE198H01019,AAREYDRUGS,nan,Aarey Drugs,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE203Y01012,SILLYMONKS,nan,Silly Monks,Entertainment,Media & Entertainment
INE987S01020,KSHINTL,nan,KSH Internationa,Industrial Products,Cables - Electricals
INE652V01016,GANESHCP,nan,Ganesh Consumer,Food Products,Packaged Foods
INE291D01011,KDDL,nan,KDDL Ltd,Consumer Durables,"Gems, Jewellery And Watches"
INE399L01023,ATGL,nan,Adani Total Gas,Gas,LPG/CNG/PNG/LNG Supplier
INE555Z01020,TARACHAND,nan,Tara Chand Infra,Commercial Services & Supplies,Diversified Commercial Services
INE112X01025,SIKKO,nan,Sikko Industries,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE106T01025,HITECH,nan,Hi-Tech Pipes,Industrial Products,Iron & Steel Products
INE426Z01016,OBCL,nan,Orissa Bengal,Transport Services,Logistics Solution Provider
INE0CHO01012,ADL,nan,Archidply Decor,Consumer Durables,Plywood Boards/ Laminates
INE0OV601013,EMSLIMITED,nan,EMS,Other Utilities,Waste Management
INE625G01013,WELENT,nan,Welspun Enterp,Construction,Civil Construction
INE471W01019,PALASHSECU,nan,Palash Securi.,Food Products,Packaged Foods
INE719F01016,SHIVAUM,nan,Shiv Aum Steels,Commercial Services & Supplies,Trading & Distributors
INE709A01018,VLSFINANCE,nan,VLS Finance,Finance,Investment Company
INE027H01010,MAXHEALTH,nan,Max Healthcare,Healthcare Services,Hospital
INE769A01020,AARTIIND,nan,Aarti Industries,Chemicals & Petrochemicals,Specialty Chemicals
INE083A01026,MOREPENLAB,nan,Morepen Labs.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE02A801020,ROSSARI,nan,Rossari Biotech,Chemicals & Petrochemicals,Specialty Chemicals
INE220B01022,KPIL,nan,Kalpataru Proj.,Construction,Civil Construction
INE970X01018,LEMONTREE,nan,Lemon Tree Hotel,Leisure Services,Hotels & Resorts
INE842C01021,MINDACORP,nan,Minda Corp,Auto Components,Auto Components & Equipments
INE235C01036,SUMEETINDS,nan,Sumeet Industrie,Textiles & Apparels,Other Textile Products
INE249Z01020,MAZDOCK,nan,Mazagon Dock,Industrial Manufacturing,Ship Building & Allied Services
INE366A01041,DWARKESH,nan,Dwarikesh Sugar,Agricultural Food & other Products,Sugar
INE288B01029,DEEPAKNTR,nan,Deepak Nitrite,Chemicals & Petrochemicals,Specialty Chemicals
INE713C01016,SURAJLTD,nan,Suraj,Industrial Products,Iron & Steel Products
INE806A01020,VIKASECO,nan,Vikas Ecotech,Chemicals & Petrochemicals,Specialty Chemicals
INE395N01027,TVSSCS,nan,TVS Supply,Transport Services,Logistics Solution Provider
INE159N01027,VIJIFIN,nan,Viji Finance,Finance,Non Banking Financial Company (NBFC)
INE879E01037,KANANIIND,nan,Kanani Industrie,Consumer Durables,"Gems, Jewellery And Watches"
INE424H01027,SUNTV,nan,Sun TV Network,Entertainment,TV Broadcasting & Software Production
INE925Y01036,AURIGROW,nan,Auri Grow India,Industrial Manufacturing,Industrial Products
INE726V01018,PRICOLLTD,nan,Pricol Ltd,Auto Components,Auto Components & Equipments
INE449A01011,AUTOAXLES,nan,Automotive Axles,Auto Components,Auto Components & Equipments
INE745B01028,KHAICHEM,nan,Khaitan Chemical,Fertilizers & Agrochemicals,Fertilizers
INE0O6601022,KROSS,nan,Kross Ltd,Auto Components,Auto Components & Equipments
INE09VQ01012,INDIGOPNTS,nan,Indigo Paints,Consumer Durables,Paints
INE103V01028,TRAVELFOOD,nan,Travel Food,Leisure Services,Restaurants
INE919I01024,RADIOCITY,nan,Music Broadcast,Entertainment,Media & Entertainment
INE777F01014,EXICOM,nan,Exicom Tele-Sys.,Electrical Equipment,Heavy Electrical Equipment
INE080A01014,WEIZMANIND,nan,Weizmann,Textiles & Apparels,Other Textile Products
INE0Q3R01026,SUNCLAY,nan,Sundaram Clayton,Auto Components,Auto Components & Equipments
INE126J01016,APOLLOPIPE,nan,Apollo Pipes,Industrial Products,Plastic Products - Industrial
INE230R01035,RAMASTEEL,nan,Rama Steel Tubes,Industrial Products,Iron & Steel Products
INE942G01012,MCLEODRUSS,nan,Mcleod Russel,Agricultural Food & other Products,Tea & Coffee
INE872H01027,LUMAXTECH,nan,Lumax Auto Tech.,Auto Components,Auto Components & Equipments
INE805D01034,SUNTECK,nan,Sunteck Realty,Realty,"Residential, Commercial Projects"
INE272L01022,SURANASOL,nan,Surana Solar,Electrical Equipment,Heavy Electrical Equipment
INE127T01021,KPEL,nan,K.P. Energy,Power,Power Generation
INE950M01013,MONTECARLO,nan,Monte Carlo Fas.,Textiles & Apparels,Garments & Apparels
INE296Q01012,MONEYBOXX,nan,Moneyboxx Fin.,Finance,Non Banking Financial Company (NBFC)
INE771A01026,MIRZAINT,nan,Mirza Internatio,Consumer Durables,Leather And Leather Products
INE743M01012,RHIM,nan,RHI Magnesita,Industrial Products,Electrodes & Refractories
INE921B01025,DBSTOCKBRO,nan,DB Intl.Stock,Capital Markets,Stockbroking & Allied
INE725G01011,ICRA,nan,ICRA,Capital Markets,Ratings
INE244O01017,UNIPARTS,nan,Uniparts India,Auto Components,Auto Components & Equipments
INE390H01020,KAMDHENU,nan,Kamdhenu,Industrial Products,Iron & Steel Products
INE01KI01027,VINNY,nan,Vinny Overseas,Textiles & Apparels,Garments & Apparels
INE663A01033,SPLPETRO,nan,Supreme Petroch.,Chemicals & Petrochemicals,Petrochemicals
INE185H01016,CELEBRITY,nan,Celebrity Fash.,Textiles & Apparels,Garments & Apparels
INE807F01027,VIYASH,nan,Viyash Scientific,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE00U401027,UNIECOM,nan,Unicommerce,IT - Software,Software Products
INE792H01019,GLOBALVECT,nan,Global Vectra,Transport Services,Airline
INE215F01023,WIPL,nan,W I Plywoods,Consumer Durables,Plywood Boards/ Laminates
INE415A01038,AGI,nan,AGI Greenpac,Industrial Products,Packaging
INE437A01024,APOLLOHOSP,nan,Apollo Hospitals,Healthcare Services,Hospital
INE917I01010,BAJAJ-AUTO,nan,Bajaj Auto,Automobiles,2/3 Wheelers
INE0M4D01010,SETL,nan,Standard Engineering Technology,Industrial Manufacturing,Industrial Products
INE382Z01011,GRSE,nan,Garden Reach Sh.,Aerospace & Defense,Aerospace & Defense
INE283H01019,ROHLTD,nan,Royal Orch.Hotel,Leisure Services,Hotels & Resorts
INE277B01014,PUNJABCHEM,nan,Punjab Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE266Y01019,DPABHUSHAN,nan,D.P. Abhushan,Consumer Durables,"Gems, Jewellery And Watches"
INE214A01019,CYBERTECH,nan,Cybertech Sys.,IT - Software,Computers - Software & Consulting
INE353H01010,SGL,nan,STL Global,Textiles & Apparels,Other Textile Products
INE316L01019,BHARATWIRE,nan,Bharat Wire,Industrial Products,Iron & Steel Products
INE055S01018,CYIENTDLM,nan,Cyient DLM,Industrial Manufacturing,Industrial Products
INE753U01022,DIVGIITTS,nan,Divgi Torq,Auto Components,Auto Components & Equipments
INE039C01032,JAMNAAUTO,nan,Jamna Auto Inds.,Auto Components,Auto Components & Equipments
INE220Q01020,MUFTI,nan,Credo Brands,Retailing,Speciality Retail
INE785A01026,JAYAGROGN,nan,Jayant Agro Org.,Chemicals & Petrochemicals,Specialty Chemicals
INE403Y01018,INNOVANA,nan,Innovana Think.,IT - Software,Computers - Software & Consulting
INE646C01018,GROBTEA,nan,Grob Tea Co,Agricultural Food & other Products,Tea & Coffee
INE345A01011,HINDOILEXP,nan,Hind.Oil Explor.,Oil,Oil Exploration & Production
INE251C01025,ABMINTLLTD,nan,A B M Internatl.,Commercial Services & Supplies,Trading & Distributors
INE0GSL01024,HPAL,nan,HP Adhesives,Chemicals & Petrochemicals,Specialty Chemicals
INE549A01026,HCC,nan,Hind.Construct.,Construction,Civil Construction
INE399C01030,SUPRAJIT,nan,Suprajit Engg.,Auto Components,Auto Components & Equipments
INE0L4K01016,VITAL,nan,Vital Chemtech,Chemicals & Petrochemicals,Specialty Chemicals
INE05AN01011,HINDWAREAP,nan,Hindware Home In,Consumer Durables,Sanitary Ware
INE492A01029,SUDARCOLOR,nan,Sudarshan Colorants,Chemicals & Petrochemicals,Dyes And Pigments
INE255D01024,GULPOLY,nan,Gulshan Polyols,Agricultural Food & other Products,Other Agricultural Products
INE766P01016,MAHLOG,nan,Mahindra Logis.,Transport Services,Logistics Solution Provider
INE964W01021,MKPL,nan,M K Proteins,Agricultural Food & other Products,Edible Oil
INE561M01018,ISHANCH,nan,Ishan Dyes,Chemicals & Petrochemicals,Specialty Chemicals
INE652Z01017,AVROIND,nan,Avro India,Consumer Durables,Plastic Products - Consumer
INE355A01028,SOMANYCERA,nan,Somany Ceramics,Consumer Durables,Ceramics
INE01BK01022,AWHCL,nan,Antony Waste han,Other Utilities,Waste Management
INE0S2V01010,VRAJ,nan,Vraj Iron,Ferrous Metals,Sponge Iron
INE489G01022,ANUHPHR,nan,Anuh Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE094J01016,UTIAMC,nan,UTI AMC,Capital Markets,Asset Management Company
INE899L01030,UEL,nan,Ujaas Energy,Power,Power Generation
INE718H01014,AUTOIND,nan,Autoline Industr,Auto Components,Auto Components & Equipments
INE075A01022,WIPRO,nan,Wipro,IT - Software,Computers - Software & Consulting
INE073K01018,SONACOMS,nan,Sona BLW Precis.,Auto Components,Auto Components & Equipments
INE898S01029,AURUM,nan,Aurum Proptech,IT - Services,IT Enabled Services
INE0AQ201015,THELEELA,nan,Leela Palaces Hotels,Leisure Services,Hotels & Resorts
INE982B01027,ADFFOODS,nan,ADF Foods,Food Products,Packaged Foods
INE665L01035,VARROC,nan,Varroc Engineer,Auto Components,Auto Components & Equipments
INE721Z01010,AARON,nan,Aaron Industries,Industrial Manufacturing,Industrial Products
INE323B01024,AVONMORE,nan,Avonmore Capital,Finance,Non Banking Financial Company (NBFC)
INE939X01013,MANBA,nan,Manba Finance,Finance,Non Banking Financial Company (NBFC)
INE04TZ01018,ETHOSLTD,nan,Ethos,Consumer Durables,"Gems, Jewellery And Watches"
INE199G01027,JAGRAN,nan,Jagran Prakashan,Media,Print Media
INE760W01023,RPPL,nan,Rajshree Polypac,Industrial Products,Packaging
INE0MIS01010,PYRAMID,nan,Pyramid Technopl,Industrial Products,Packaging
INE168P01015,EMCURE,nan,Emcure Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE484J01027,GODREJPROP,nan,Godrej Propert.,Realty,"Residential, Commercial Projects"
INE197D01010,JINDALPOLY,nan,Jindal Poly Film,Industrial Products,Packaging
INE483S01020,CCAVENUE,nan,AvenuesAI,Financial Technology (Fintech),Financial Technology (Fintech)
INE137I01015,GRPLTD,nan,GRP,Industrial Products,Rubber
INE419M01027,TDPOWERSYS,nan,TD Power Systems,Electrical Equipment,Heavy Electrical Equipment
INE652F01027,CCHHL,nan,Country Club Hos,Leisure Services,Hotels & Resorts
INE982V01025,JETFREIGHT,nan,Jet Freight,Transport Services,Logistics Solution Provider
INE442H01029,ASHOKA,nan,Ashoka Buildcon,Construction,Civil Construction
INE368U01029,UNITEDPOLY,nan,United Polyfab,Textiles & Apparels,Other Textile Products
INE066O01014,WONDERLA,nan,Wonderla Holiday,Leisure Services,Amusement Parks/ Other Recreation
INE325A01013,TIMKEN,nan,Timken India,Industrial Products,Abrasives & Bearings
INE999K01014,GREENPOWER,nan,Orient Green,Power,Power Generation
INE562X01013,UNIVASTU,nan,Univastu India,Construction,Civil Construction
INE576O01020,LXCHEM,nan,Laxmi Organic,Chemicals & Petrochemicals,Specialty Chemicals
INE482J01021,SHAH,nan,Shah Metacorp,Industrial Products,Iron & Steel Products
INE0IX101010,DATAPATTNS,nan,Data Pattern,Aerospace & Defense,Aerospace & Defense
INE03RS01027,DRCSYSTEMS,nan,DRC Systems,IT - Software,Computers - Software & Consulting
INE03EI01018,MAXESTATES,nan,Max Estates,Realty,"Residential, Commercial Projects"
INE858F01012,NITCO,nan,Nitco,Consumer Durables,Ceramics
INE368I01016,NIRAJ,nan,Niraj Cement,Construction,Civil Construction
INE18JU01028,EBGNG,nan,GNG Electronics,IT - Hardware,Computers Hardware & Equipments
INE0JPD01013,SANATHAN,nan,Sanathan Textile,Textiles & Apparels,Other Textile Products
INE042A01014,ESCORTS,nan,Escorts Kubota,"Agricultural, Commercial & Construction Vehicles",Tractors
INE699B01027,SAMBHAAV,nan,Sambhaav Media,Media,Electronic Media
INE296H01011,EMKAY,nan,Emk.Global Fin.,Capital Markets,Stockbroking & Allied
INE634A01018,HONDAPOWER,nan,Honda India,Industrial Manufacturing,Industrial Products
INE778B01029,ESTER,nan,Ester Industries,Industrial Products,Packaging
INE0KCE01017,EUREKAFORB,nan,Eureka Forbes,Consumer Durables,Household Appliances
INE586V01016,TCIEXP,nan,TCI Express,Transport Services,Logistics Solution Provider
INE01QM01018,EMUDHRA,nan,eMudhra,IT - Services,IT Enabled Services
INE201K01015,EXPLEOSOL,nan,Expleo Solutions,IT - Services,IT Enabled Services
INE542F01020,SWANDEF,nan,Swan Defence,Industrial Manufacturing,Ship Building & Allied Services
INE00CA01015,TREJHARA,nan,Trejhara Solutio,IT - Software,Computers - Software & Consulting
INE764D01017,VSTTILLERS,nan,VST Till. Tract.,"Agricultural, Commercial & Construction Vehicles",Tractors
INE545H01011,TIIL,nan,Technocraf.Inds.,Industrial Products,Iron & Steel Products
INE439E01022,SKIPPER,nan,Skipper,Electrical Equipment,Heavy Electrical Equipment
INE324X01026,SARVESHWAR,nan,Sarveshwar Foods,Agricultural Food & other Products,Other Agricultural Products
INE310C01029,HINDCOMPOS,nan,Hind.Composites,Auto Components,Auto Components & Equipments
INE797H01018,TGBHOTELS,nan,TGB Banquets,Leisure Services,Hotels & Resorts
INE982F01036,HATHWAY,nan,Hathway Cable,Entertainment,TV Broadcasting & Software Production
INE022I01019,ASIANTILES,nan,Asian Granito,Consumer Durables,Ceramics
INE869I01013,GTPL,nan,GTPL Hathway,Entertainment,TV Broadcasting & Software Production
INE0FFK01017,NPST,nan,Network People,IT - Services,IT Enabled Services
